occ_group,occupation,country,count,occ_total,pct_of_occ,rank
Arts & Culture,inventor,France,6,49,12.24,2.0
Arts & Culture,inventor,United Kingdom,6,49,12.24,3.0
Arts & Culture,inventor,Germany,4,49,8.16,4.0
Arts & Culture,inventor,Czech Republic,3,49,6.12,5.0
Arts & Culture,jazz guitarist,Norway,38,171,22.22,1.0
Arts & Culture,jazz guitarist,France,22,171,12.87,2.0
Arts & Culture,jazz guitarist,Germany,20,171,11.7,3.0
Arts & Culture,jazz guitarist,United Kingdom,16,171,9.36,4.0
Arts & Culture,jazz guitarist,Italy,15,171,8.77,5.0
Arts & Culture,jazz musician,Norway,228,946,24.1,1.0
Arts & Culture,jazz musician,United Kingdom,140,946,14.8,2.0
Arts & Culture,jazz musician,Germany,79,946,8.35,3.0
Arts & Culture,jazz musician,Italy,71,946,7.51,4.0
Arts & Culture,jazz musician,France,65,946,6.87,5.0
Arts & Culture,jewelry designer,Netherlands,17,73,23.29,1.0
Arts & Culture,jewelry designer,Italy,11,73,15.07,2.0
Arts & Culture,jewelry designer,France,10,73,13.7,3.0
Arts & Culture,jewelry designer,Czech Republic,6,73,8.22,4.0
Arts & Culture,jewelry designer,Germany,4,73,5.48,5.0
Arts & Culture,journalist,Germany,753,7239,10.4,1.0
Arts & Culture,journalist,Italy,731,7239,10.1,2.0
Arts & Culture,journalist,Spain,684,7239,9.45,3.0
Arts & Culture,journalist,France,640,7239,8.84,4.0
Arts & Culture,journalist,Russia,536,7239,7.4,5.0
Arts & Culture,judge,Germany,17,61,27.87,1.0
Arts & Culture,judge,Spain,10,61,16.39,2.0
Arts & Culture,judge,Czech Republic,6,61,9.84,3.0
Arts & Culture,judge,Italy,4,61,6.56,4.0
Arts & Culture,judge,Netherlands,4,61,6.56,5.0
Arts & Culture,jurist,Spain,81,330,24.55,1.0
Arts & Culture,jurist,Germany,41,330,12.42,2.0
Arts & Culture,jurist,Czech Republic,37,330,11.21,3.0
Arts & Culture,jurist,Poland,25,330,7.58,4.0
Arts & Culture,jurist,Netherlands,18,330,5.45,5.0
Arts & Culture,keyboardist,United Kingdom,49,174,28.16,1.0
Arts & Culture,keyboardist,Russia,40,174,22.99,2.0
Arts & Culture,keyboardist,Germany,10,174,5.75,3.0
Arts & Culture,keyboardist,Italy,9,174,5.17,4.0
Arts & Culture,keyboardist,Netherlands,8,174,4.6,5.0
Arts & Culture,kvn actor,Russia,47,76,61.84,1.0
Arts & Culture,kvn actor,Ukraine,20,76,26.32,2.0
Arts & Culture,kvn actor,Belarus,7,76,9.21,3.0
Arts & Culture,kvn actor,Germany,1,76,1.32,4.0
Arts & Culture,kvn actor,Latvia,1,76,1.32,5.0
Arts & Culture,lawyer,Spain,100,335,29.85,1.0
Arts & Culture,lawyer,Germany,41,335,12.24,2.0
Arts & Culture,lawyer,France,32,335,9.55,3.0
Arts & Culture,lawyer,Italy,22,335,6.57,4.0
Arts & Culture,lawyer,Netherlands,14,335,4.18,5.0
Arts & Culture,lecturer,Russia,33,225,14.67,1.0
Arts & Culture,lecturer,France,21,225,9.33,2.0
Arts & Culture,lecturer,Czech Republic,20,225,8.89,3.0
Arts & Culture,lecturer,Ukraine,17,225,7.56,4.0
Arts & Culture,lecturer,United Kingdom,16,225,7.11,5.0
Arts & Culture,lexicographer,France,10,43,23.26,1.0
Arts & Culture,lexicographer,Spain,9,43,20.93,2.0
Arts & Culture,lexicographer,Russia,4,43,9.3,3.0
Arts & Culture,lexicographer,Czech Republic,3,43,6.98,4.0
Arts & Culture,lexicographer,Ukraine,3,43,6.98,5.0
Arts & Culture,lgbtq rights activist,Germany,25,78,32.05,1.0
Arts & Culture,lgbtq rights activist,Spain,16,78,20.51,2.0
Arts & Culture,lgbtq rights activist,United Kingdom,11,78,14.1,3.0
Arts & Culture,lgbtq rights activist,France,9,78,11.54,4.0
Arts & Culture,lgbtq rights activist,Italy,3,78,3.85,5.0
Arts & Culture,librarian,Czech Republic,28,168,16.67,1.0
Arts & Culture,librarian,Hungary,17,168,10.12,2.0
Arts & Culture,librarian,Spain,15,168,8.93,3.0
Arts & Culture,librarian,Germany,11,168,6.55,4.0
Arts & Culture,librarian,Slovenia,11,168,6.55,5.0
Arts & Culture,librettist,United Kingdom,25,161,15.53,1.0
Arts & Culture,librettist,Germany,20,161,12.42,2.0
Arts & Culture,librettist,France,12,161,7.45,3.0
Arts & Culture,librettist,Italy,12,161,7.45,4.0
Arts & Culture,librettist,Czech Republic,11,161,6.83,5.0
Arts & Culture,linguist,Spain,64,440,14.55,1.0
Arts & Culture,linguist,Czech Republic,34,440,7.73,2.0
Arts & Culture,linguist,France,32,440,7.27,3.0
Arts & Culture,linguist,Russia,32,440,7.27,4.0
Arts & Culture,linguist,Slovenia,26,440,5.91,5.0
Arts & Culture,literary critic,Spain,126,1106,11.39,1.0
Arts & Culture,literary critic,France,114,1106,10.31,2.0
Arts & Culture,literary critic,Poland,87,1106,7.87,3.0
Arts & Culture,literary critic,Russia,83,1106,7.5,4.0
Arts & Culture,literary critic,Czech Republic,74,1106,6.69,5.0
Arts & Culture,literary editor,Germany,23,68,33.82,1.0
Arts & Culture,literary editor,France,6,68,8.82,2.0
Arts & Culture,literary editor,Italy,5,68,7.35,3.0
Arts & Culture,literary editor,Poland,5,68,7.35,4.0
Arts & Culture,literary editor,Moldova,3,68,4.41,5.0
Arts & Culture,literary historian,Czech Republic,32,221,14.48,1.0
Arts & Culture,literary historian,Hungary,31,221,14.03,2.0
Arts & Culture,literary historian,Poland,18,221,8.14,3.0
Arts & Culture,literary historian,Slovenia,17,221,7.69,4.0
Arts & Culture,literary historian,Romania,16,221,7.24,5.0
Arts & Culture,literary scholar,Germany,51,303,16.83,1.0
Arts & Culture,literary scholar,Russia,46,303,15.18,2.0
Arts & Culture,literary scholar,Ukraine,26,303,8.58,3.0
Arts & Culture,literary scholar,Czech Republic,24,303,7.92,4.0
Arts & Culture,literary scholar,Belarus,22,303,7.26,5.0
Arts & Culture,literary theorist,Czech Republic,11,58,18.97,1.0
Arts & Culture,literary theorist,France,7,58,12.07,2.0
Arts & Culture,literary theorist,Serbia,6,58,10.34,3.0
Arts & Culture,literary theorist,North Macedonia,4,58,6.9,4.0
Arts & Culture,literary theorist,Poland,4,58,6.9,5.0
Arts & Culture,literary translator,Hungary,37,53,69.81,1.0
Arts & Culture,literary translator,Russia,4,53,7.55,2.0
Arts & Culture,literary translator,France,3,53,5.66,3.0
Arts & Culture,literary translator,Romania,2,53,3.77,4.0
Arts & Culture,literary translator,Austrian Empire,1,53,1.89,5.0
Arts & Culture,lithographer,France,43,127,33.86,1.0
Arts & Culture,lithographer,Netherlands,31,127,24.41,2.0
Arts & Culture,lithographer,Germany,8,127,6.3,3.0
Arts & Culture,lithographer,Italy,8,127,6.3,4.0
Arts & Culture,lithographer,United Kingdom,6,127,4.72,5.0
Arts & Culture,local historian,Russia,16,56,28.57,1.0
Arts & Culture,local historian,Ukraine,14,56,25.0,2.0
Arts & Culture,local historian,Czech Republic,6,56,10.71,3.0
Arts & Culture,local historian,Germany,5,56,8.93,4.0
Arts & Culture,local historian,Belarus,4,56,7.14,5.0
Arts & Culture,local politician,Czech Republic,7,31,22.58,1.0
Arts & Culture,local politician,Hungary,6,31,19.35,2.0
Arts & Culture,local politician,Poland,5,31,16.13,3.0
Arts & Culture,local politician,Norway,3,31,9.68,4.0
Arts & Culture,local politician,Slovenia,3,31,9.68,5.0
Arts & Culture,lyricist,Czech Republic,163,944,17.27,1.0
Arts & Culture,lyricist,Russia,116,944,12.29,2.0
Arts & Culture,lyricist,Poland,95,944,10.06,3.0
Arts & Culture,lyricist,United Kingdom,80,944,8.47,4.0
Arts & Culture,lyricist,France,67,944,7.1,5.0
Arts & Culture,man of letters,Russia,24,122,19.67,1.0
Arts & Culture,man of letters,Ukraine,16,122,13.11,2.0
Arts & Culture,man of letters,Germany,12,122,9.84,3.0
Arts & Culture,man of letters,Belarus,11,122,9.02,4.0
Arts & Culture,man of letters,Czech Republic,11,122,9.02,5.0
Arts & Culture,manager,Czech Republic,22,101,21.78,1.0
Arts & Culture,manager,Germany,15,101,14.85,2.0
Arts & Culture,manager,Russia,13,101,12.87,3.0
Arts & Culture,manager,Slovakia,6,101,5.94,4.0
Arts & Culture,manager,France,5,101,4.95,5.0
Arts & Culture,manufacturer,Russia,170,370,45.95,1.0
Arts & Culture,manufacturer,Ukraine,52,370,14.05,2.0
Arts & Culture,manufacturer,United Kingdom,27,370,7.3,3.0
Arts & Culture,manufacturer,Germany,14,370,3.78,4.0
Arts & Culture,manufacturer,France,13,370,3.51,5.0
Arts & Culture,mathematician,Germany,15,110,13.64,1.0
Arts & Culture,mathematician,Russia,14,110,12.73,2.0
Arts & Culture,mathematician,Spain,13,110,11.82,3.0
Arts & Culture,mathematician,United Kingdom,12,110,10.91,4.0
Arts & Culture,mathematician,France,9,110,8.18,5.0
Arts & Culture,mechanical engineer,Germany,2,11,18.18,1.0
Arts & Culture,mechanical engineer,Hungary,2,11,18.18,2.0
Arts & Culture,mechanical engineer,Poland,2,11,18.18,3.0
Arts & Culture,mechanical engineer,Czech Republic,1,11,9.09,4.0
Arts & Culture,mechanical engineer,Italy,1,11,9.09,5.0
Arts & Culture,medalist,Netherlands,43,121,35.54,1.0
Arts & Culture,medalist,Czech Republic,19,121,15.7,2.0
Arts & Culture,medalist,France,12,121,9.92,3.0
Arts & Culture,medalist,Hungary,12,121,9.92,4.0
Arts & Culture,medalist,Germany,10,121,8.26,5.0
Arts & Culture,medievalist,Italy,3,19,15.79,1.0
Arts & Culture,medievalist,Poland,3,19,15.79,2.0
Arts & Culture,medievalist,Russia,3,19,15.79,3.0
Arts & Culture,medievalist,Germany,2,19,10.53,4.0
Arts & Culture,medievalist,Spain,2,19,10.53,5.0
Arts & Culture,member of the state duma,Russia,31,36,86.11,1.0
Arts & Culture,member of the state duma,Ukraine,4,36,11.11,2.0
Arts & Culture,member of the state duma,Germany,1,36,2.78,3.0
Arts & Culture,memoirist,Russia,23,41,56.1,1.0
Arts & Culture,memoirist,Austria,2,41,4.88,2.0
Arts & Culture,memoirist,France,2,41,4.88,3.0
Arts & Culture,memoirist,Ukraine,2,41,4.88,4.0
Arts & Culture,memoirist,United Kingdom,2,41,4.88,5.0
Arts & Culture,microbiologist,Czech Republic,2,10,20.0,1.0
Arts & Culture,microbiologist,Netherlands,2,10,20.0,2.0
Arts & Culture,microbiologist,Greece,1,10,10.0,3.0
Arts & Culture,microbiologist,Hungary,1,10,10.0,4.0
Arts & Culture,microbiologist,Russia,1,10,10.0,5.0
Arts & Culture,military flight engineer,Russia,4,11,36.36,1.0
Arts & Culture,military flight engineer,Germany,3,11,27.27,2.0
Arts & Culture,military flight engineer,France,2,11,18.18,3.0
Arts & Culture,military flight engineer,Lithuania,1,11,9.09,4.0
Arts & Culture,military flight engineer,Spain,1,11,9.09,5.0
Arts & Culture,military historian,Russia,5,15,33.33,1.0
Arts & Culture,military historian,Poland,2,15,13.33,2.0
Arts & Culture,military historian,Switzerland,2,15,13.33,3.0
Arts & Culture,military historian,United Kingdom,2,15,13.33,4.0
Arts & Culture,military historian,Moldova,1,15,6.67,5.0
Arts & Culture,military officer,Poland,19,98,19.39,1.0
Arts & Culture,military officer,Ukraine,12,98,12.24,2.0
Arts & Culture,military officer,United Kingdom,11,98,11.22,3.0
Arts & Culture,military officer,Russia,10,98,10.2,4.0
Arts & Culture,military officer,Slovenia,8,98,8.16,5.0
Arts & Culture,military personnel,Russia,27,154,17.53,1.0
Arts & Culture,military personnel,Ukraine,24,154,15.58,2.0
Arts & Culture,military personnel,United Kingdom,13,154,8.44,3.0
Arts & Culture,military personnel,France,12,154,7.79,4.0
Arts & Culture,military personnel,Spain,12,154,7.79,5.0
Arts & Culture,mime artist,Czech Republic,10,50,20.0,1.0
Arts & Culture,mime artist,United Kingdom,6,50,12.0,2.0
Arts & Culture,mime artist,Russia,5,50,10.0,3.0
Arts & Culture,mime artist,France,4,50,8.0,4.0
Arts & Culture,mime artist,Poland,4,50,8.0,5.0
Arts & Culture,mind gamer,Russia,14,22,63.64,1.0
Arts & Culture,mind gamer,Ukraine,7,22,31.82,2.0
Arts & Culture,mind gamer,Latvia,1,22,4.55,3.0
Arts & Culture,minister,Czech Republic,4,18,22.22,1.0
Arts & Culture,minister,France,4,18,22.22,2.0
Arts & Culture,minister,Spain,4,18,22.22,3.0
Arts & Culture,minister,Belarus,1,18,5.56,4.0
Arts & Culture,minister,Belgium,1,18,5.56,5.0
Arts & Culture,model,United Kingdom,322,1629,19.77,1.0
Arts & Culture,model,France,176,1629,10.8,2.0
Arts & Culture,model,Italy,170,1629,10.44,3.0
Arts & Culture,model,Germany,163,1629,10.01,4.0
Arts & Culture,model,Spain,132,1629,8.1,5.0
Arts & Culture,molecular biologist,Czech Republic,2,3,66.67,1.0
Arts & Culture,molecular biologist,United Kingdom,1,3,33.33,2.0
Arts & Culture,mountaineer,Slovenia,17,84,20.24,1.0
Arts & Culture,mountaineer,Italy,14,84,16.67,2.0
Arts & Culture,mountaineer,Poland,7,84,8.33,3.0
Arts & Culture,mountaineer,Czech Republic,6,84,7.14,4.0
Arts & Culture,mountaineer,Estonia,6,84,7.14,5.0
Arts & Culture,multi-instrumentalist,United Kingdom,27,93,29.03,1.0
Arts & Culture,multi-instrumentalist,Russia,22,93,23.66,2.0
Arts & Culture,multi-instrumentalist,Italy,8,93,8.6,3.0
Arts & Culture,multi-instrumentalist,Finland,5,93,5.38,4.0
Arts & Culture,multi-instrumentalist,France,5,93,5.38,5.0
Arts & Culture,multimedia artist,Czech Republic,16,57,28.07,1.0
Arts & Culture,multimedia artist,Germany,7,57,12.28,2.0
Arts & Culture,multimedia artist,Switzerland,4,57,7.02,3.0
Arts & Culture,multimedia artist,Italy,3,57,5.26,4.0
Arts & Culture,multimedia artist,Netherlands,3,57,5.26,5.0
Arts & Culture,museologist,Czech Republic,9,33,27.27,1.0
Arts & Culture,museologist,Spain,5,33,15.15,2.0
Arts & Culture,museologist,Hungary,4,33,12.12,3.0
Arts & Culture,museologist,Poland,4,33,12.12,4.0
Arts & Culture,museologist,France,3,33,9.09,5.0
Arts & Culture,music arranger,Russia,30,255,11.76,1.0
Arts & Culture,music arranger,Germany,29,255,11.37,2.0
Arts & Culture,music arranger,France,26,255,10.2,3.0
Arts & Culture,music arranger,Italy,23,255,9.02,4.0
Arts & Culture,music arranger,Netherlands,22,255,8.63,5.0
Arts & Culture,music critic,France,17,113,15.04,1.0
Arts & Culture,music critic,United Kingdom,16,113,14.16,2.0
Arts & Culture,music critic,Czech Republic,10,113,8.85,3.0
Arts & Culture,music critic,Russia,8,113,7.08,4.0
Arts & Culture,music critic,Spain,7,113,6.19,5.0
Arts & Culture,music director,United Kingdom,15,78,19.23,1.0
Arts & Culture,music director,Germany,9,78,11.54,2.0
Arts & Culture,music director,France,8,78,10.26,3.0
Arts & Culture,music director,Italy,8,78,10.26,4.0
Arts & Culture,music director,Russia,6,78,7.69,5.0
Arts & Culture,music educator,Russia,109,770,14.16,1.0
Arts & Culture,music educator,Czech Republic,76,770,9.87,2.0
Arts & Culture,music educator,Germany,63,770,8.18,3.0
Arts & Culture,music educator,France,51,770,6.62,4.0
Arts & Culture,music educator,Ukraine,51,770,6.62,5.0
Arts & Culture,music executive,France,26,66,39.39,1.0
Arts & Culture,music executive,United Kingdom,11,66,16.67,2.0
Arts & Culture,music executive,Germany,10,66,15.15,3.0
Arts & Culture,music executive,Sweden,5,66,7.58,4.0
Arts & Culture,music executive,Netherlands,3,66,4.55,5.0
Arts & Culture,music teacher,Estonia,32,86,37.21,1.0
Arts & Culture,music teacher,Spain,8,86,9.3,2.0
Arts & Culture,music teacher,Austria,5,86,5.81,3.0
Arts & Culture,music teacher,Finland,5,86,5.81,4.0
Arts & Culture,music teacher,Czech Republic,4,86,4.65,5.0
Arts & Culture,music video director,Russia,14,62,22.58,1.0
Arts & Culture,music video director,United Kingdom,9,62,14.52,2.0
Arts & Culture,music video director,Sweden,6,62,9.68,3.0
Arts & Culture,music video director,Finland,4,62,6.45,4.0
Arts & Culture,music video director,Italy,4,62,6.45,5.0
Arts & Culture,musical theatre actor,Netherlands,17,66,25.76,1.0
Arts & Culture,musical theatre actor,Germany,12,66,18.18,2.0
Arts & Culture,musical theatre actor,Czech Republic,9,66,13.64,3.0
Arts & Culture,musical theatre actor,Spain,9,66,13.64,4.0
Arts & Culture,musical theatre actor,Hungary,4,66,6.06,5.0
Arts & Culture,musician,United Kingdom,1042,6564,15.87,1.0
Arts & Culture,musician,Germany,725,6564,11.05,2.0
Arts & Culture,musician,Spain,419,6564,6.38,3.0
Arts & Culture,musician,France,396,6564,6.03,4.0
Arts & Culture,musician,Czech Republic,389,6564,5.93,5.0
Arts & Culture,musicologist,Germany,51,451,11.31,1.0
Arts & Culture,musicologist,Italy,40,451,8.87,2.0
Arts & Culture,musicologist,France,39,451,8.65,3.0
Arts & Culture,musicologist,Czech Republic,34,451,7.54,4.0
Arts & Culture,musicologist,Netherlands,30,451,6.65,5.0
Arts & Culture,naturalist,Czech Republic,8,33,24.24,1.0
Arts & Culture,naturalist,United Kingdom,8,33,24.24,2.0
Arts & Culture,naturalist,France,4,33,12.12,3.0
Arts & Culture,naturalist,Germany,4,33,12.12,4.0
Arts & Culture,naturalist,Spain,3,33,9.09,5.0
Arts & Culture,neurologist,Spain,4,17,23.53,1.0
Arts & Culture,neurologist,Germany,3,17,17.65,2.0
Arts & Culture,neurologist,United Kingdom,3,17,17.65,3.0
Arts & Culture,neurologist,Austria,2,17,11.76,4.0
Arts & Culture,neurologist,Czech Republic,1,17,5.88,5.0
Arts & Culture,neuroscientist,Germany,2,4,50.0,1.0
Arts & Culture,neuroscientist,Italy,1,4,25.0,2.0
Arts & Culture,neuroscientist,United Kingdom,1,4,25.0,3.0
Arts & Culture,news presenter,France,21,90,23.33,1.0
Arts & Culture,news presenter,Germany,16,90,17.78,2.0
Arts & Culture,news presenter,Netherlands,9,90,10.0,3.0
Arts & Culture,news presenter,Russia,9,90,10.0,4.0
Arts & Culture,news presenter,Czech Republic,7,90,7.78,5.0
Arts & Culture,non-fiction writer,Germany,103,321,32.09,1.0
Arts & Culture,non-fiction writer,France,28,321,8.72,2.0
Arts & Culture,non-fiction writer,United Kingdom,24,321,7.48,3.0
Arts & Culture,non-fiction writer,Czech Republic,23,321,7.17,4.0
Arts & Culture,non-fiction writer,Norway,20,321,6.23,5.0
Arts & Culture,novelist,France,341,1496,22.79,1.0
Arts & Culture,novelist,United Kingdom,339,1496,22.66,2.0
Arts & Culture,novelist,Spain,244,1496,16.31,3.0
Arts & Culture,novelist,Germany,87,1496,5.82,4.0
Arts & Culture,novelist,Italy,54,1496,3.61,5.0
Arts & Culture,nuclear physicist,Czech Republic,4,16,25.0,1.0
Arts & Culture,nuclear physicist,Italy,4,16,25.0,2.0
Arts & Culture,nuclear physicist,United Kingdom,2,16,12.5,3.0
Arts & Culture,nuclear physicist,France,1,16,6.25,4.0
Arts & Culture,nuclear physicist,Germany,1,16,6.25,5.0
Arts & Culture,nurse,Spain,9,44,20.45,1.0
Arts & Culture,nurse,United Kingdom,8,44,18.18,2.0
Arts & Culture,nurse,France,3,44,6.82,3.0
Arts & Culture,nurse,Norway,3,44,6.82,4.0
Arts & Culture,nurse,Poland,3,44,6.82,5.0
Arts & Culture,official,France,24,33,72.73,1.0
Arts & Culture,official,Czech Republic,2,33,6.06,2.0
Arts & Culture,official,Poland,2,33,6.06,3.0
Arts & Culture,official,Switzerland,2,33,6.06,4.0
Arts & Culture,official,Slovenia,1,33,3.03,5.0
Arts & Culture,olympic competitor,Czech Republic,1,4,25.0,1.0
Arts & Culture,olympic competitor,Poland,1,4,25.0,2.0
Arts & Culture,olympic competitor,Romania,1,4,25.0,3.0
Arts & Culture,olympic competitor,United Kingdom,1,4,25.0,4.0
Arts & Culture,oncologist,Czech Republic,1,4,25.0,1.0
Arts & Culture,oncologist,Italy,1,4,25.0,2.0
Arts & Culture,oncologist,Poland,1,4,25.0,3.0
Arts & Culture,oncologist,Slovakia,1,4,25.0,4.0
Arts & Culture,opera singer,Czech Republic,47,450,10.44,1.0
Arts & Culture,opera singer,Italy,43,450,9.56,2.0
Arts & Culture,opera singer,Germany,42,450,9.33,3.0
Arts & Culture,opera singer,Hungary,32,450,7.11,4.0
Arts & Culture,opera singer,Sweden,30,450,6.67,5.0
Arts & Culture,opinion journalist,Czech Republic,379,1251,30.3,1.0
Arts & Culture,opinion journalist,Russia,163,1251,13.03,2.0
Arts & Culture,opinion journalist,Poland,107,1251,8.55,3.0
Arts & Culture,opinion journalist,Germany,98,1251,7.83,4.0
Arts & Culture,opinion journalist,Ukraine,82,1251,6.55,5.0
Arts & Culture,organist,Germany,37,248,14.92,1.0
Arts & Culture,organist,France,36,248,14.52,2.0
Arts & Culture,organist,Netherlands,35,248,14.11,3.0
Arts & Culture,organist,Czech Republic,33,248,13.31,4.0
Arts & Culture,organist,United Kingdom,14,248,5.65,5.0
Arts & Culture,orientalist,Russia,6,32,18.75,1.0
Arts & Culture,orientalist,Czech Republic,5,32,15.62,2.0
Arts & Culture,orientalist,Hungary,5,32,15.62,3.0
Arts & Culture,orientalist,Belgium,3,32,9.38,4.0
Arts & Culture,orientalist,Austrian Empire,1,32,3.12,5.0
Arts & Culture,ornithologist,United Kingdom,8,26,30.77,1.0
Arts & Culture,ornithologist,France,3,26,11.54,2.0
Arts & Culture,ornithologist,Sweden,3,26,11.54,3.0
Arts & Culture,ornithologist,Germany,2,26,7.69,4.0
Arts & Culture,ornithologist,Hungary,2,26,7.69,5.0
Arts & Culture,painter,Germany,1001,9593,10.43,1.0
Arts & Culture,painter,France,866,9593,9.03,2.0
Arts & Culture,painter,Sweden,834,9593,8.69,3.0
Arts & Culture,painter,Czech Republic,789,9593,8.22,4.0
Arts & Culture,painter,Russia,762,9593,7.94,5.0
Arts & Culture,paleontologist,Russia,3,14,21.43,1.0
Arts & Culture,paleontologist,United Kingdom,3,14,21.43,2.0
Arts & Culture,paleontologist,Czech Republic,1,14,7.14,3.0
Arts & Culture,paleontologist,Finland,1,14,7.14,4.0
Arts & Culture,paleontologist,France,1,14,7.14,5.0
Arts & Culture,partisan,Italy,71,131,54.2,1.0
Arts & Culture,partisan,Slovenia,46,131,35.11,2.0
Arts & Culture,partisan,Poland,3,131,2.29,3.0
Arts & Culture,partisan,Austria,2,131,1.53,4.0
Arts & Culture,partisan,Croatia,1,131,0.76,5.0
Arts & Culture,pedagogue,Czech Republic,418,860,48.6,1.0
Arts & Culture,pedagogue,Russia,97,860,11.28,2.0
Arts & Culture,pedagogue,Poland,47,860,5.47,3.0
Arts & Culture,pedagogue,Ukraine,41,860,4.77,4.0
Arts & Culture,pedagogue,Spain,37,860,4.3,5.0
Arts & Culture,pediatrician,Czech Republic,1,6,16.67,1.0
Arts & Culture,pediatrician,Italy,1,6,16.67,2.0
Arts & Culture,pediatrician,Kosovo,1,6,16.67,3.0
Arts & Culture,pediatrician,Spain,1,6,16.67,4.0
Arts & Culture,pediatrician,Sweden,1,6,16.67,5.0
Arts & Culture,penciller,France,21,60,35.0,1.0
Arts & Culture,penciller,Belgium,12,60,20.0,2.0
Arts & Culture,penciller,United Kingdom,5,60,8.33,3.0
Arts & Culture,penciller,Germany,4,60,6.67,4.0
Arts & Culture,penciller,Spain,3,60,5.0,5.0
Arts & Culture,percussionist,United Kingdom,38,145,26.21,1.0
Arts & Culture,percussionist,France,18,145,12.41,2.0
Arts & Culture,percussionist,Germany,17,145,11.72,3.0
Arts & Culture,percussionist,Italy,12,145,8.28,4.0
Arts & Culture,percussionist,Switzerland,8,145,5.52,5.0
Arts & Culture,performance artist,Czech Republic,33,238,13.87,1.0
Arts & Culture,performance artist,Germany,30,238,12.61,2.0
Arts & Culture,performance artist,Netherlands,25,238,10.5,3.0
Arts & Culture,performance artist,Italy,20,238,8.4,4.0
Arts & Culture,performance artist,Russia,17,238,7.14,5.0
Arts & Culture,performing artist,Belgium,174,469,37.1,1.0
Arts & Culture,performing artist,Netherlands,70,469,14.93,2.0
Arts & Culture,performing artist,France,29,469,6.18,3.0
Arts & Culture,performing artist,Hungary,21,469,4.48,4.0
Arts & Culture,performing artist,Poland,20,469,4.26,5.0
Arts & Culture,pharmacist,Spain,7,27,25.93,1.0
Arts & Culture,pharmacist,Czech Republic,4,27,14.81,2.0
Arts & Culture,pharmacist,France,4,27,14.81,3.0
Arts & Culture,pharmacist,Hungary,2,27,7.41,4.0
Arts & Culture,pharmacist,Austria,1,27,3.7,5.0
Arts & Culture,pharmacologist,Germany,1,3,33.33,1.0
Arts & Culture,pharmacologist,Italy,1,3,33.33,2.0
Arts & Culture,pharmacologist,Prussia,1,3,33.33,3.0
Arts & Culture,philanthropist,United Kingdom,16,47,34.04,1.0
Arts & Culture,philanthropist,Russia,5,47,10.64,2.0
Arts & Culture,philanthropist,Hungary,4,47,8.51,3.0
Arts & Culture,philanthropist,Czech Republic,3,47,6.38,4.0
Arts & Culture,philanthropist,Italy,3,47,6.38,5.0
Arts & Culture,philologist,Spain,128,297,43.1,1.0
Arts & Culture,philologist,Russia,37,297,12.46,2.0
Arts & Culture,philologist,Czech Republic,25,297,8.42,3.0
Arts & Culture,philologist,Poland,13,297,4.38,4.0
Arts & Culture,philologist,Ukraine,12,297,4.04,5.0
Arts & Culture,philosopher,France,100,709,14.1,1.0
Arts & Culture,philosopher,Spain,91,709,12.83,2.0
Arts & Culture,philosopher,Germany,62,709,8.74,3.0
Arts & Culture,philosopher,Czech Republic,52,709,7.33,4.0
Arts & Culture,philosopher,Italy,51,709,7.19,5.0
Arts & Culture,photographer,Germany,485,3582,13.54,1.0
Arts & Culture,photographer,Czech Republic,451,3582,12.59,2.0
Arts & Culture,photographer,France,372,3582,10.39,3.0
Arts & Culture,photographer,Netherlands,275,3582,7.68,4.0
Arts & Culture,photographer,Poland,213,3582,5.95,5.0
Arts & Culture,photojournalist,France,36,192,18.75,1.0
Arts & Culture,photojournalist,Germany,31,192,16.15,2.0
Arts & Culture,photojournalist,Netherlands,26,192,13.54,3.0
Arts & Culture,photojournalist,Switzerland,12,192,6.25,4.0
Arts & Culture,photojournalist,Spain,10,192,5.21,5.0
Arts & Culture,physician,Spain,51,305,16.72,1.0
Arts & Culture,physician,Czech Republic,38,305,12.46,2.0
Arts & Culture,physician,Germany,28,305,9.18,3.0
Arts & Culture,physician,France,20,305,6.56,4.0
Arts & Culture,physician,United Kingdom,20,305,6.56,5.0
Arts & Culture,physician writer,Germany,4,26,15.38,1.0
Arts & Culture,physician writer,Italy,3,26,11.54,2.0
Arts & Culture,physician writer,Portugal,3,26,11.54,3.0
Arts & Culture,physician writer,France,2,26,7.69,4.0
Arts & Culture,physician writer,Sweden,2,26,7.69,5.0
Arts & Culture,physicist,Germany,20,126,15.87,1.0
Arts & Culture,physicist,United Kingdom,16,126,12.7,2.0
Arts & Culture,physicist,Czech Republic,11,126,8.73,3.0
Arts & Culture,physicist,France,10,126,7.94,4.0
Arts & Culture,physicist,Russia,10,126,7.94,5.0
Arts & Culture,physiologist,Czech Republic,1,7,14.29,1.0
Arts & Culture,physiologist,France,1,7,14.29,2.0
Arts & Culture,physiologist,Hungary,1,7,14.29,3.0
Arts & Culture,physiologist,Russia,1,7,14.29,4.0
Arts & Culture,physiologist,Slovakia,1,7,14.29,5.0
Arts & Culture,pianist,United Kingdom,213,1782,11.95,1.0
Arts & Culture,pianist,Italy,162,1782,9.09,2.0
Arts & Culture,pianist,Germany,161,1782,9.03,3.0
Arts & Culture,pianist,France,135,1782,7.58,4.0
Arts & Culture,pianist,Russia,129,1782,7.24,5.0
