occ_group,occupation,country,count,occ_total,pct_of_occ,rank
Science & Academia,writer,Czech Republic,363,3676,9.87,2.0
Science & Academia,writer,France,351,3676,9.55,3.0
Science & Academia,writer,Germany,305,3676,8.3,4.0
Science & Academia,writer,United Kingdom,268,3676,7.29,5.0
Science & Academia,youtuber,France,5,29,17.24,1.0
Science & Academia,youtuber,Germany,5,29,17.24,2.0
Science & Academia,youtuber,Russia,5,29,17.24,3.0
Science & Academia,youtuber,Spain,5,29,17.24,4.0
Science & Academia,youtuber,United Kingdom,4,29,13.79,5.0
Science & Academia,zoologist,Germany,16,96,16.67,1.0
Science & Academia,zoologist,Czech Republic,12,96,12.5,2.0
Science & Academia,zoologist,United Kingdom,10,96,10.42,3.0
Science & Academia,zoologist,Austria,6,96,6.25,4.0
Science & Academia,zoologist,France,5,96,5.21,5.0
Sports,activist,Czech Republic,1,4,25.0,1.0
Sports,activist,France,1,4,25.0,2.0
Sports,activist,Spain,1,4,25.0,3.0
Sports,activist,United Kingdom,1,4,25.0,4.0
Sports,actor,Germany,11,64,17.19,1.0
Sports,actor,Italy,7,64,10.94,2.0
Sports,actor,Russia,5,64,7.81,3.0
Sports,actor,Spain,5,64,7.81,4.0
Sports,actor,Sweden,5,64,7.81,5.0
Sports,aircraft pilot,United Kingdom,3,12,25.0,1.0
Sports,aircraft pilot,Czech Republic,2,12,16.67,2.0
Sports,aircraft pilot,Ukraine,2,12,16.67,3.0
Sports,aircraft pilot,France,1,12,8.33,4.0
Sports,aircraft pilot,Germany,1,12,8.33,5.0
Sports,american football player,Germany,46,140,32.86,1.0
Sports,american football player,United Kingdom,37,140,26.43,2.0
Sports,american football player,Italy,11,140,7.86,3.0
Sports,american football player,France,8,140,5.71,4.0
Sports,american football player,Austria,4,140,2.86,5.0
Sports,animator,Bulgaria,1,2,50.0,1.0
Sports,animator,Poland,1,2,50.0,2.0
Sports,architect,Poland,4,14,28.57,1.0
Sports,architect,Czech Republic,2,14,14.29,2.0
Sports,architect,Italy,2,14,14.29,3.0
Sports,architect,Finland,1,14,7.14,4.0
Sports,architect,Netherlands,1,14,7.14,5.0
Sports,archivist,Czech Republic,1,1,100.0,1.0
Sports,art collector,Norway,1,1,100.0,1.0
Sports,art educator,Poland,1,1,100.0,1.0
Sports,art historian,Estonia,1,2,50.0,1.0
Sports,art historian,Lithuania,1,2,50.0,2.0
Sports,artificial intelligence researcher,United Kingdom,2,3,66.67,1.0
Sports,artificial intelligence researcher,Switzerland,1,3,33.33,2.0
Sports,artist,German Democratic Republic,1,4,25.0,1.0
Sports,artist,Italy,1,4,25.0,2.0
Sports,artist,Netherlands,1,4,25.0,3.0
Sports,artist,Sweden,1,4,25.0,4.0
Sports,association football manager,Sweden,11,37,29.73,1.0
Sports,association football manager,Czech Republic,8,37,21.62,2.0
Sports,association football manager,Russia,5,37,13.51,3.0
Sports,association football manager,Germany,3,37,8.11,4.0
Sports,association football manager,Slovakia,2,37,5.41,5.0
Sports,association football player,Sweden,43,181,23.76,1.0
Sports,association football player,Czech Republic,31,181,17.13,2.0
Sports,association football player,Finland,15,181,8.29,3.0
Sports,association football player,Russia,12,181,6.63,4.0
Sports,association football player,Germany,8,181,4.42,5.0
Sports,athlete,Poland,287,1357,21.15,1.0
Sports,athlete,Czech Republic,195,1357,14.37,2.0
Sports,athlete,Russia,152,1357,11.2,3.0
Sports,athlete,Spain,110,1357,8.11,4.0
Sports,athlete,Germany,86,1357,6.34,5.0
Sports,athletics competitor,Czech Republic,14,66,21.21,1.0
Sports,athletics competitor,Russia,12,66,18.18,2.0
Sports,athletics competitor,France,8,66,12.12,3.0
Sports,athletics competitor,Germany,6,66,9.09,4.0
Sports,athletics competitor,United Kingdom,6,66,9.09,5.0
Sports,author,Germany,14,33,42.42,1.0
Sports,author,Poland,2,33,6.06,2.0
Sports,author,Russia,2,33,6.06,3.0
Sports,author,Ukraine,2,33,6.06,4.0
Sports,author,United Kingdom,2,33,6.06,5.0
Sports,autobiographer,United Kingdom,2,5,40.0,1.0
Sports,autobiographer,Italy,1,5,20.0,2.0
Sports,autobiographer,Netherlands,1,5,20.0,3.0
Sports,autobiographer,Serbia,1,5,20.0,4.0
Sports,badminton player,Denmark,14,93,15.05,1.0
Sports,badminton player,United Kingdom,12,93,12.9,2.0
Sports,badminton player,France,9,93,9.68,3.0
Sports,badminton player,Netherlands,9,93,9.68,4.0
Sports,badminton player,Russia,8,93,8.6,5.0
Sports,ballet dancer,Sweden,1,1,100.0,1.0
Sports,banker,Austria,1,4,25.0,1.0
Sports,banker,Germany,1,4,25.0,2.0
Sports,banker,Iceland,1,4,25.0,3.0
Sports,banker,Romania,1,4,25.0,4.0
Sports,baseball player,Netherlands,31,104,29.81,1.0
Sports,baseball player,Italy,28,104,26.92,2.0
Sports,baseball player,Germany,17,104,16.35,3.0
Sports,baseball player,United Kingdom,14,104,13.46,4.0
Sports,baseball player,France,3,104,2.88,5.0
Sports,basketball coach,Italy,71,471,15.07,1.0
Sports,basketball coach,Spain,54,471,11.46,2.0
Sports,basketball coach,France,51,471,10.83,3.0
Sports,basketball coach,Serbia,33,471,7.01,4.0
Sports,basketball coach,Lithuania,31,471,6.58,5.0
Sports,basketball player,France,444,3459,12.84,1.0
Sports,basketball player,Spain,372,3459,10.75,2.0
Sports,basketball player,Italy,331,3459,9.57,3.0
Sports,basketball player,Germany,267,3459,7.72,4.0
Sports,basketball player,Russia,234,3459,6.76,5.0
Sports,bassist,Italy,1,1,100.0,1.0
Sports,beauty pageant contestant,Sweden,1,1,100.0,1.0
Sports,biochemist,Moldova,1,2,50.0,1.0
Sports,biochemist,Spain,1,2,50.0,2.0
Sports,biographer,Norway,1,2,50.0,1.0
Sports,biographer,United Kingdom,1,2,50.0,2.0
Sports,biologist,Spain,2,2,100.0,1.0
Sports,blogger,Belarus,1,3,33.33,1.0
Sports,blogger,Spain,1,3,33.33,2.0
Sports,blogger,Ukraine,1,3,33.33,3.0
Sports,botanist,Austria,1,1,100.0,1.0
Sports,boxer,Germany,3,16,18.75,1.0
Sports,boxer,Ukraine,2,16,12.5,2.0
Sports,boxer,United Kingdom,2,16,12.5,3.0
Sports,boxer,Bulgaria,1,16,6.25,4.0
Sports,boxer,Czech Republic,1,16,6.25,5.0
Sports,business executive,Germany,1,2,50.0,1.0
Sports,business executive,United Kingdom,1,2,50.0,2.0
Sports,businessperson,Spain,5,22,22.73,1.0
Sports,businessperson,United Kingdom,5,22,22.73,2.0
Sports,businessperson,Sweden,3,22,13.64,3.0
Sports,businessperson,Russia,2,22,9.09,4.0
Sports,businessperson,Estonia,1,22,4.55,5.0
Sports,cabaret performer,Germany,1,2,50.0,1.0
Sports,cabaret performer,Italy,1,2,50.0,2.0
Sports,camera operator,Ukraine,1,1,100.0,1.0
Sports,cardiologist,Poland,1,1,100.0,1.0
Sports,catholic bishop,Spain,1,1,100.0,1.0
Sports,catholic priest,Spain,1,1,100.0,1.0
Sports,ceramicist,Romania,1,1,100.0,1.0
Sports,chemist,Netherlands,1,1,100.0,1.0
Sports,chess composer,Russia,13,67,19.4,1.0
Sports,chess composer,Germany,10,67,14.93,2.0
Sports,chess composer,Poland,7,67,10.45,3.0
Sports,chess composer,Netherlands,6,67,8.96,4.0
Sports,chess composer,Ukraine,5,67,7.46,5.0
Sports,chess player,Poland,327,1996,16.38,1.0
Sports,chess player,Russia,288,1996,14.43,2.0
Sports,chess player,Germany,242,1996,12.12,3.0
Sports,chess player,Ukraine,167,1996,8.37,4.0
Sports,chess player,Netherlands,89,1996,4.46,5.0
Sports,chief executive officer,Germany,1,1,100.0,1.0
Sports,choreographer,Ukraine,1,1,100.0,1.0
Sports,civil engineer,Poland,3,4,75.0,1.0
Sports,civil engineer,Russia,1,4,25.0,2.0
Sports,civil servant,Germany,2,4,50.0,1.0
Sports,civil servant,Austria,1,4,25.0,2.0
Sports,civil servant,Russia,1,4,25.0,3.0
Sports,coach,Czech Republic,37,138,26.81,1.0
Sports,coach,Russia,35,138,25.36,2.0
Sports,coach,Ukraine,10,138,7.25,3.0
Sports,coach,Hungary,7,138,5.07,4.0
Sports,coach,Spain,7,138,5.07,5.0
Sports,collector,Spain,1,1,100.0,1.0
Sports,columnist,Netherlands,4,5,80.0,1.0
Sports,columnist,United Kingdom,1,5,20.0,2.0
Sports,comedian,Italy,3,6,50.0,1.0
Sports,comedian,France,1,6,16.67,2.0
Sports,comedian,Norway,1,6,16.67,3.0
Sports,comedian,Russia,1,6,16.67,4.0
Sports,competitive diver,United Kingdom,14,62,22.58,1.0
Sports,competitive diver,Germany,12,62,19.35,2.0
Sports,competitive diver,Ukraine,8,62,12.9,3.0
Sports,competitive diver,Russia,7,62,11.29,4.0
Sports,competitive diver,Italy,5,62,8.06,5.0
Sports,composer,Germany,2,10,20.0,1.0
Sports,composer,Italy,2,10,20.0,2.0
Sports,composer,Poland,2,10,20.0,3.0
Sports,composer,Russia,1,10,10.0,4.0
Sports,composer,Switzerland,1,10,10.0,5.0
Sports,computer scientist,Germany,4,9,44.44,1.0
Sports,computer scientist,Czech Republic,1,9,11.11,2.0
Sports,computer scientist,Netherlands,1,9,11.11,3.0
Sports,computer scientist,Poland,1,9,11.11,4.0
Sports,computer scientist,Spain,1,9,11.11,5.0
Sports,cook,Germany,1,1,100.0,1.0
Sports,correspondence chess player,Germany,13,64,20.31,1.0
Sports,correspondence chess player,Russia,12,64,18.75,2.0
Sports,correspondence chess player,Poland,6,64,9.38,3.0
Sports,correspondence chess player,Latvia,4,64,6.25,4.0
Sports,correspondence chess player,Lithuania,3,64,4.69,5.0
Sports,costume designer,Slovenia,1,1,100.0,1.0
Sports,designer,Czech Republic,1,2,50.0,1.0
Sports,designer,Ukraine,1,2,50.0,2.0
Sports,diplomat,Croatia,1,5,20.0,1.0
Sports,diplomat,Russia,1,5,20.0,2.0
Sports,diplomat,Slovenia,1,5,20.0,3.0
Sports,diplomat,Spain,1,5,20.0,4.0
Sports,diplomat,United Kingdom,1,5,20.0,5.0
Sports,director,Russia,2,5,40.0,1.0
Sports,director,Iceland,1,5,20.0,2.0
Sports,director,Poland,1,5,20.0,3.0
Sports,director,Sweden,1,5,20.0,4.0
Sports,disc jockey,Serbia,1,1,100.0,1.0
Sports,dramaturge,Czech Republic,1,1,100.0,1.0
Sports,drawing teacher,Sweden,1,1,100.0,1.0
Sports,ecologist,Ukraine,1,1,100.0,1.0
Sports,economist,Poland,3,14,21.43,1.0
Sports,economist,Russia,3,14,21.43,2.0
Sports,economist,Austria,1,14,7.14,3.0
Sports,economist,Czech Republic,1,14,7.14,4.0
Sports,economist,Estonia,1,14,7.14,5.0
Sports,editing staff,Czech Republic,1,2,50.0,1.0
Sports,editing staff,Russia,1,2,50.0,2.0
Sports,editor,Russia,1,4,25.0,1.0
Sports,editor,Slovenia,1,4,25.0,2.0
Sports,editor,Ukraine,1,4,25.0,3.0
Sports,editor,United Kingdom,1,4,25.0,4.0
Sports,educator,Estonia,1,3,33.33,1.0
Sports,educator,German Reich,1,3,33.33,2.0
Sports,educator,Romania,1,3,33.33,3.0
Sports,electrical engineer,Hungary,1,2,50.0,1.0
Sports,electrical engineer,Russia,1,2,50.0,2.0
Sports,engineer,Poland,7,20,35.0,1.0
Sports,engineer,Russia,2,20,10.0,2.0
Sports,engineer,Ukraine,2,20,10.0,3.0
Sports,engineer,United Kingdom,2,20,10.0,4.0
Sports,engineer,Denmark,1,20,5.0,5.0
Sports,entrepreneur,Czech Republic,12,31,38.71,1.0
Sports,entrepreneur,Italy,4,31,12.9,2.0
Sports,entrepreneur,Germany,3,31,9.68,3.0
Sports,entrepreneur,Spain,2,31,6.45,4.0
Sports,entrepreneur,Sweden,2,31,6.45,5.0
Sports,environmentalist,Germany,1,1,100.0,1.0
Sports,esperantist,Hungary,4,5,80.0,1.0
Sports,esperantist,Poland,1,5,20.0,2.0
Sports,essayist,Serbia,1,1,100.0,1.0
Sports,explorer,Norway,2,5,40.0,1.0
Sports,explorer,United Kingdom,2,5,40.0,2.0
Sports,explorer,Russia,1,5,20.0,3.0
Sports,farmer,France,1,4,25.0,1.0
Sports,farmer,Netherlands,1,4,25.0,2.0
Sports,farmer,Spain,1,4,25.0,3.0
Sports,farmer,Sweden,1,4,25.0,4.0
Sports,fashion designer,France,1,1,100.0,1.0
Sports,film actor,Germany,4,24,16.67,1.0
Sports,film actor,Russia,3,24,12.5,2.0
Sports,film actor,United Kingdom,3,24,12.5,3.0
Sports,film actor,Austria,2,24,8.33,4.0
Sports,film actor,Estonia,2,24,8.33,5.0
Sports,film director,Italy,3,8,37.5,1.0
Sports,film director,Poland,2,8,25.0,2.0
Sports,film director,Czechoslovakia,1,8,12.5,3.0
Sports,film director,Sweden,1,8,12.5,4.0
Sports,film director,Ukraine,1,8,12.5,5.0
Sports,film editor,Austria,1,3,33.33,1.0
Sports,film editor,Bulgaria,1,3,33.33,2.0
Sports,film editor,Lithuania,1,3,33.33,3.0
Sports,film producer,Russia,2,8,25.0,1.0
Sports,film producer,Sweden,2,8,25.0,2.0
Sports,film producer,Iceland,1,8,12.5,3.0
Sports,film producer,Italy,1,8,12.5,4.0
Sports,film producer,Netherlands,1,8,12.5,5.0
Sports,film score composer,Russia,1,1,100.0,1.0
Sports,film screenwriter,Germany,1,1,100.0,1.0
Sports,french resistance fighter,France,1,1,100.0,1.0
Sports,geographer,Slovenia,1,1,100.0,1.0
Sports,germanist,Germany,2,2,100.0,1.0
Sports,graphic artist,Slovenia,1,1,100.0,1.0
Sports,guitarist,Latvia,1,2,50.0,1.0
Sports,guitarist,Russia,1,2,50.0,2.0
Sports,gynecologist,France,1,2,50.0,1.0
Sports,gynecologist,Italy,1,2,50.0,2.0
Sports,handball player,Czech Republic,7,34,20.59,1.0
Sports,handball player,Germany,5,34,14.71,2.0
Sports,handball player,Hungary,3,34,8.82,3.0
Sports,handball player,Norway,3,34,8.82,4.0
Sports,handball player,Russia,3,34,8.82,5.0
Sports,head teacher,Estonia,2,2,100.0,1.0
Sports,historian,Germany,3,12,25.0,1.0
Sports,historian,Poland,3,12,25.0,2.0
Sports,historian,Czech Republic,1,12,8.33,3.0
Sports,historian,Lithuania,1,12,8.33,4.0
Sports,historian,Netherlands,1,12,8.33,5.0
Sports,human rights activist,Ukraine,1,1,100.0,1.0
Sports,ice hockey coach,Finland,52,153,33.99,1.0
Sports,ice hockey coach,Czech Republic,26,153,16.99,2.0
Sports,ice hockey coach,Slovenia,14,153,9.15,3.0
Sports,ice hockey coach,Russia,10,153,6.54,4.0
Sports,ice hockey coach,Sweden,9,153,5.88,5.0
Sports,ice hockey player,Sweden,811,5279,15.36,1.0
Sports,ice hockey player,Finland,744,5279,14.09,2.0
Sports,ice hockey player,Czech Republic,653,5279,12.37,3.0
Sports,ice hockey player,Russia,633,5279,11.99,4.0
Sports,ice hockey player,Germany,583,5279,11.04,5.0
Sports,internist,Czech Republic,1,2,50.0,1.0
Sports,internist,Poland,1,2,50.0,2.0
Sports,inventor,Czech Republic,1,3,33.33,1.0
Sports,inventor,Poland,1,3,33.33,2.0
Sports,inventor,United Kingdom,1,3,33.33,3.0
Sports,jazz musician,Estonia,1,4,25.0,1.0
Sports,jazz musician,Lithuania,1,4,25.0,2.0
Sports,jazz musician,Poland,1,4,25.0,3.0
Sports,jazz musician,Ukraine,1,4,25.0,4.0
Sports,journalist,Russia,18,116,15.52,1.0
Sports,journalist,Poland,11,116,9.48,2.0
Sports,journalist,Italy,9,116,7.76,3.0
Sports,journalist,Netherlands,8,116,6.9,4.0
Sports,journalist,Germany,7,116,6.03,5.0
Sports,judge,Germany,5,9,55.56,1.0
Sports,judge,Malta,2,9,22.22,2.0
Sports,judge,Poland,1,9,11.11,3.0
Sports,judge,Spain,1,9,11.11,4.0
Sports,jurist,Switzerland,2,8,25.0,1.0
Sports,jurist,Germany,1,8,12.5,2.0
Sports,jurist,Hungary,1,8,12.5,3.0
Sports,jurist,Lithuania,1,8,12.5,4.0
Sports,jurist,Norway,1,8,12.5,5.0
Sports,lawyer,Poland,5,23,21.74,1.0
Sports,lawyer,Czech Republic,2,23,8.7,2.0
Sports,lawyer,Norway,2,23,8.7,3.0
Sports,lawyer,Belgium,1,23,4.35,4.0
Sports,lawyer,Finland,1,23,4.35,5.0
Sports,lecturer,Estonia,1,2,50.0,1.0
Sports,lecturer,Ukraine,1,2,50.0,2.0
Sports,librarian,Czech Republic,1,2,50.0,1.0
Sports,librarian,Italy,1,2,50.0,2.0
Sports,librettist,Germany,1,1,100.0,1.0
Sports,linguist,Croatia,1,1,100.0,1.0
Sports,literary critic,Poland,1,1,100.0,1.0
Sports,literary historian,Hungary,1,1,100.0,1.0
Sports,literary scholar,Germany,1,2,50.0,1.0
Sports,literary scholar,Russia,1,2,50.0,2.0
Sports,literary theorist,Poland,1,1,100.0,1.0
Sports,local historian,Russia,1,1,100.0,1.0
Sports,local politician,Czech Republic,2,5,40.0,1.0
Sports,local politician,France,1,5,20.0,2.0
Sports,local politician,Germany,1,5,20.0,3.0
Sports,local politician,Slovenia,1,5,20.0,4.0
Sports,lyricist,Czech Republic,1,1,100.0,1.0
Sports,man of letters,Russia,1,1,100.0,1.0
Sports,manager,Czech Republic,6,18,33.33,1.0
Sports,manager,Germany,6,18,33.33,2.0
Sports,manager,Russia,2,18,11.11,3.0
Sports,manager,Austria,1,18,5.56,4.0
Sports,manager,Italy,1,18,5.56,5.0
Sports,manufacturer,Russia,2,2,100.0,1.0
Sports,mathematician,Germany,5,24,20.83,1.0
Sports,mathematician,Poland,5,24,20.83,2.0
Sports,mathematician,United Kingdom,3,24,12.5,3.0
Sports,mathematician,Ireland,2,24,8.33,4.0
Sports,mathematician,Netherlands,2,24,8.33,5.0
Sports,mechanical engineer,Poland,2,2,100.0,1.0
Sports,medalist,Czech Republic,1,1,100.0,1.0
Sports,medievalist,Germany,1,2,50.0,1.0
Sports,medievalist,Sweden,1,2,50.0,2.0
Sports,member of the state duma,Russia,7,7,100.0,1.0
Sports,military flight engineer,Romania,1,2,50.0,1.0
Sports,military flight engineer,Ukraine,1,2,50.0,2.0
Sports,military officer,Poland,5,11,45.45,1.0
Sports,military officer,Bulgaria,1,11,9.09,2.0
Sports,military officer,Czech Republic,1,11,9.09,3.0
Sports,military officer,Lithuania,1,11,9.09,4.0
Sports,military officer,Norway,1,11,9.09,5.0
Sports,military personnel,Poland,4,21,19.05,1.0
Sports,military personnel,France,3,21,14.29,2.0
Sports,military personnel,Ukraine,3,21,14.29,3.0
Sports,military personnel,Romania,2,21,9.52,4.0
Sports,military personnel,Austria,1,21,4.76,5.0
Sports,mind gamer,Russia,11,12,91.67,1.0
Sports,mind gamer,Ukraine,1,12,8.33,2.0
Sports,model,Germany,3,22,13.64,1.0
Sports,model,Italy,3,22,13.64,2.0
Sports,model,Estonia,2,22,9.09,3.0
Sports,model,Hungary,2,22,9.09,4.0
Sports,model,Russia,2,22,9.09,5.0
Sports,molecular biologist,Albania,1,1,100.0,1.0
Sports,mountaineer,Czech Republic,3,9,33.33,1.0
Sports,mountaineer,Poland,2,9,22.22,2.0
Sports,mountaineer,Russia,2,9,22.22,3.0
Sports,mountaineer,Spain,1,9,11.11,4.0
Sports,mountaineer,United Kingdom,1,9,11.11,5.0
Sports,music educator,Lithuania,1,2,50.0,1.0
Sports,music educator,Slovenia,1,2,50.0,2.0
Sports,music video director,Germany,1,1,100.0,1.0
Sports,musician,Czech Republic,1,7,14.29,1.0
Sports,musician,Finland,1,7,14.29,2.0
Sports,musician,Latvia,1,7,14.29,3.0
Sports,musician,Lithuania,1,7,14.29,4.0
Sports,musician,Russia,1,7,14.29,5.0
Sports,musicologist,Lithuania,1,1,100.0,1.0
Sports,neurologist,Poland,1,2,50.0,1.0
Sports,neurologist,United Kingdom,1,2,50.0,2.0
Sports,neuroscientist,Czech Republic,1,1,100.0,1.0
Sports,non-fiction writer,Russia,16,73,21.92,1.0
Sports,non-fiction writer,Germany,11,73,15.07,2.0
Sports,non-fiction writer,United Kingdom,11,73,15.07,3.0
Sports,non-fiction writer,Ukraine,7,73,9.59,4.0
Sports,non-fiction writer,Hungary,6,73,8.22,5.0
Sports,nuclear physicist,Bulgaria,1,2,50.0,1.0
Sports,nuclear physicist,Poland,1,2,50.0,2.0
Sports,nurse,Austrian Empire,1,2,50.0,1.0
Sports,nurse,Germany,1,2,50.0,2.0
